"latitude","longitude","brightness"
-13.6774,131.0545,338
-13.6709,130.9483,331.9
-13.6859,131.0397,343.8
-13.688,131.0527,342.2
-13.7175,131.0344,344.7
-13.7196,131.0474,333.8
-14.5357,135.4651,329
-14.0964,130.6656,337.6
-14.3046,130.8103,338.9
-14.5565,131.3517,364.3
-14.5584,131.3636,345
-14.5706,131.374,337.9
-14.5784,131.4224,345.5
-14.6382,131.4791,330.3
-14.6522,131.5013,331.4
-14.6541,131.513,331.4
-14.668,131.5347,336.2
-14.6699,131.5464,350.8
-14.6718,131.558,332.9
-14.7013,131.6127,330
-15.7066,137.0612,338.1
-15.7259,137.0585,334.1
-16.4767,141.7962,333.2
-16.4905,141.7947,328.9
-16.5374,141.8373,328.8
-16.6619,141.9574,344.9
-14.9879,129.7907,346.5
-14.9903,129.8051,344.4
-15.0016,129.8032,350.4
-15,129.7975,342.6
-15.0026,129.8126,335
-16.0221,136.2949,360.9
-16.0235,136.305,339.8
-16.0315,136.2935,339.3
-16.0329,136.3036,339.1
-16.7785,142.0637,333.3
-15.2911,130.2862,331.7
-15.2934,130.3001,333.1
-16.3064,136.9665,348.5
-16.3016,136.8571,349.1
-16.4018,136.8473,330.8
-36.361,149.4281,376.1
-36.3593,149.4393,332.8
-33.6006,150.6128,328.3
-33.5911,150.6103,344.4
-33.3181,150.9569,332.6
-33.968,146.3776,334.3
-31.5485,152.6197,319.8
-31.1774,152.0021,320.6
-27.5249,150.8021,344.7
-27.5224,150.8164,352.7
-27.5405,150.7759,341.1
-27.538,150.7902,350.6
-27.5511,150.7782,338.4
-27.5617,150.7806,334.9
-29.6268,149.6911,334.5
-29.199,152.9069,322.8
-29.5758,152.8761,334
-29.9357,152.9356,325.6
-29.937,152.9927,338.2
-27.5865,149.1047,350.6
-27.5118,150.814,363.9
-27.5144,150.7997,379.5
-27.575,149.1143,347.9
-27.5769,149.1027,366.7
-27.7431,147.9911,332.3
-27.7448,147.9805,343.3
-27.3182,148.0468,330.8
-27.309,148.0449,346.5
-27.3106,148.0342,332.7
-27.1834,148.6243,329.4
-22.8303,148.662,361.2
-19.5648,146.4148,328
-16.6775,144.805,341.7
-16.7828,142.1735,369.3
-16.7841,142.1635,407.6
-16.7855,142.1535,396.1
-16.7762,142.1521,354.5
-16.7682,142.1407,343.1
-16.7589,142.1393,339.6
-16.7072,142.1974,342.6
-16.7099,142.1774,343.7
-16.6966,142.2059,360.1
-16.698,142.196,361.8
-16.6993,142.186,340
-16.7007,142.1761,356.1
-16.686,142.2145,357
-16.6873,142.2046,346.2
-16.7119,141.879,357.7
-16.299,144.6246,341.2
-16.6656,136.8275,336.4
-16.3261,136.9792,331.7
-16.3153,136.9566,339.1
-16.3006,136.8471,339.6
-16.289,136.8624,334.3
-16.2915,136.8411,352.6
-14.9623,144.8251,328.8
-16.7327,145.2357,339
-12.7339,132.944,375.4
-14.5715,133.9544,334.2
-14.568,133.9878,328.6
-12.4285,141.9848,332.6
-12.579,135.599,329
-12.7675,132.9498,334.8
-14.5593,133.9794,332.8
-12.7304,132.939,378
-12.7639,132.9452,337.5
-33.7042,122.1837,326.1
-33.8277,122.5587,334.4
-33.8262,122.5696,340.2
-33.8894,122.3793,334.2
-33.8879,122.3904,370.4
-16.7726,142.1998,326.3
-16.7758,142.1815,316.2
-14.9415,129.7652,349.1
-14.9393,129.7837,344.5
-14.9538,129.767,339.4
-14.9516,129.7858,340.4
-14.9618,129.8054,318.1
-14.6518,133.156,328.3
-15.446,131.0816,311
-12.2817,134.172,310.5
-12.8376,131.629,333.3
-12.836,131.6414,352.7
-12.8464,131.6428,318
-13.0105,133.0096,310.5
-13.0229,132.9899,330.1
-13.0215,133.0005,315.5
-27.5276,150.797,341.5
-27.5295,150.8085,346.9
-29.9317,152.994,319.1
-31.2934,152.6096,325.5
-12.769,132.9978,311.1
-14.2996,130.8215,321
-14.5251,131.3444,323.1
-14.5264,131.3537,359.2
-14.6601,131.5065,310.9
-14.6718,131.5235,314.3
-14.7033,130.747,311.7
-14.7047,130.7564,320.1
-14.9281,129.7455,317.5
-14.9297,129.7554,346.4
-14.939,129.7539,361.5
-14.9405,129.7638,324.5
-14.9514,129.7724,327.2
-14.9838,129.8217,320.1
-14.9854,129.8318,319.4
-15.0024,129.7577,316.6
-15.0335,129.7114,322.6
-20.8837,130.388,312.9
-20.8927,130.3865,342.1
-13.5733,143.1119,326.3
-16.7255,145.2967,326.6
-16.6679,144.8122,327.8
-16.4981,141.6952,338.2
-16.4971,141.6895,330.2
-16.5008,141.7095,327.7
-16.5904,141.9154,337.3
-16.6121,141.8914,334.5
-16.7555,142.111,333.9
-16.7646,142.0902,346.1
-16.7678,142.1087,336.3
-16.7544,142.0861,335.9
-16.7578,142.1046,344.8
-27.5733,149.1014,337.5
-27.5748,149.1141,336
-27.5833,149.0999,353
-27.5849,149.1127,326.7
-12.701,132.9519,331.7
-12.7036,132.9574,333.9
-13.9496,129.847,353.8
-14.6261,131.446,338
-14.6314,131.4383,339.6
-14.648,131.4607,336.6
-14.6842,131.5302,343.1
-14.9136,129.7304,343.6
-14.9158,129.7483,347.1
-14.928,129.747,347.3
-14.9303,129.7655,345.5
-15.0026,129.7131,340.9
-15.0047,129.7305,335.3
-15.2859,130.2349,333.8
-15.3035,130.2729,343.6
-15.3059,130.2927,337.1
-15.3188,130.2915,359.4
-15.3214,130.3129,340.2
-15.3052,130.2873,338.4
-15.3205,130.3072,348.7
-15.3334,130.3063,335.9
-15.7007,130.5715,333.6
-16.8783,123.0164,344.5
-27.5723,149.1237,329.5
-27.577,149.085,334.5
-27.5742,149.1282,328.8
-27.5942,149.0864,329.3
-32.0903,134.8175,332
-22.2092,133.0745,337.2
-16.6495,136.7892,359.6
-16.6537,136.7638,354.9
-16.6391,136.7876,342
-16.6428,136.7957,343.1
-16.6448,136.7829,354.3
-16.6468,136.7701,343.3
-16.6488,136.7573,335
-16.3412,136.9848,335.7
-16.3329,136.9696,353
-16.3262,136.9753,347
-16.3283,136.9621,352.8
-16.2498,136.9754,340.6
-16.2679,135.9854,334.5
-15.6225,131.4325,354.1
-15.6239,131.4227,354.5
-15.7071,130.5581,341.8
-15.7085,130.5477,348.1
-15.6072,130.6851,341.7
-15.4463,130.916,335.3
-15.4477,130.9058,350.7
-15.4383,130.9047,354.7
-15.343,130.32,339.5
-14.7504,134.424,349.2
-14.7519,134.4139,354.3
-15.314,130.3913,339.2
-15.3211,130.2634,348.7
-15.3002,130.2429,339
-14.5285,135.4602,343.6
-14.7292,133.2044,337
-14.6653,133.1972,345.9
-15.0858,129.9564,350.2
-15.0404,129.9115,339.6
-15.0034,129.7355,357.7
-15.0063,129.7126,343.8
-15.0011,129.74,344.5
-14.9928,129.7273,354.4
-14.9943,129.7158,357.8
-14.9179,129.7622,339.5
-14.9123,129.7274,373.4
-14.9138,129.716,368.9
-14.9109,129.7331,336.8
-14.9125,129.7217,372.3
-14.9041,129.7089,346.6
-12.7377,132.9787,351.1
-12.2978,131.1708,336.8
-12.2888,131.1695,336.3
-11.7994,130.5221,337.6
-11.7704,130.4033,338.5
-11.617,130.4444,350.6
-11.4341,130.907,333.7
-13.4909,131.4424,340.4
-13.4828,131.4346,334.9
-12.8392,135.5328,337.8
-13.0268,133.0124,351
-13.1029,132.298,337.2
-13.0939,132.2966,340.3
-12.7926,132.9203,336
-12.7726,132.9937,337.6
-12.8478,132.4757,341.6
-12.8491,132.4665,341.3
-12.7893,132.8156,345.2
-12.7052,132.948,340.1
-11.4816,130.5686,363.9
-11.483,130.5591,338.4
-11.3887,130.9004,363.8
-11.39,130.8911,353.2
-11.3913,130.8817,359.4
-11.3992,130.6243,342.1
-12.5144,131.1921,337.2
-12.5247,131.2507,340.1
-12.5234,131.26,334.7
-12.5221,131.2693,340.7
-12.2901,133.5152,335.6
-12.6491,131.4838,338.5
-12.2919,134.1735,333.9
-12.9399,130.167,335.6
-13.0219,130.1636,338.2
-13.0313,130.1649,345.8
-12.4873,134.2273,332.3
-14.7315,130.7735,364.1
-14.7235,130.7622,340.5
-14.6498,130.7654,336.6
-14.2289,132.7858,343.6
-14.2199,132.7844,339.3
-14.2212,132.7751,341.1
-14.2226,132.7659,347.7
-14.4212,129.5874,345.1
-14.4113,129.586,393.1
-14.1391,130.1118,351.9
-13.8294,129.9031,361.3
-13.8308,129.8924,381.2
-13.7179,130.5889,365.4
-13.82,129.8254,360.1
-13.8214,129.8146,356.3
-13.4356,132.1611,336
-31.2983,152.5952,316.6
-31.2968,152.6059,324.6
-29.7613,150.9585,317.4
-29.1955,152.9259,314.1
-27.1879,148.6318,312
-27.1818,148.6252,319.4
-25.5348,150.0214,335.5
-27.5905,149.0984,317.2
-27.589,149.1113,313.9
-27.5693,149.1152,317.7
-16.1664,126.1719,310.7
-15.3198,130.3985,329.5
-15.3225,130.3821,319.9
-14.9305,129.828,328
-14.933,129.8127,326.3
-14.9105,129.8088,347.7
-14.9129,129.7941,317.3
-14.8992,129.8069,326
-14.8956,129.7597,338.6
-14.8982,129.7444,328.3
-14.8984,129.8155,317.9
-14.9007,129.8008,323.9
-14.8969,129.7531,339.4
-14.8857,129.7508,355.2
-14.888,129.7364,328.9
-14.8744,129.7492,343.8
-14.8768,129.7348,329.2
-14.1241,131.405,310.9
-12.8504,131.6162,313.5
-27.5852,149.1049,337
-27.5926,149.0969,334
-30.2925,152.2399,322.7
-12.6913,135.0568,354.5
-12.6894,135.045,344.5
-12.6793,135.0467,339.2
-12.6992,135.2336,328.8
-12.6448,135.2139,331
-12.699,141.9347,333.5
-12.9566,131.09,333.2
-13.0347,133.0094,331.1
-12.7234,135.0636,357.6
-12.7215,135.0519,360.1
-12.7114,135.0535,363.9
-12.7051,135.0785,335.7
-12.7013,135.0551,354.7
-12.6995,135.0434,339.4
-12.6969,135.0918,335
-14.6892,131.5155,339.4
-14.6925,131.5344,332.4
-14.6958,131.5531,330.5
-14.7018,131.5131,386.5
-14.705,131.5317,402.7
-14.7083,131.5506,347.4
-16.1247,136.4267,343.9
-16.1324,136.4157,355.4
-16.1338,136.4253,409.6
-15.6134,131.4563,334.4
-16.621,136.7823,338.7
-16.6301,136.7809,337.5
-16.68,136.744,352.9
-15.7131,130.5386,343.2
-15.717,130.5599,341.6
-32.2206,151.625,323.5
-30.9201,152.4588,334.9
-29.1427,152.9817,322
-28.0324,148.1673,351.9
-28.031,148.1779,346.4
-29.1859,152.9658,324.9
-30.365,149.1029,337.1
-29.8285,152.7513,328.3
-27.5931,149.0994,354.8
-16.7932,142.1855,332.5
-12.9294,141.6635,325.3
-12.9276,141.6775,350.4
-10.8269,142.4203,326.5
-32.1015,134.8257,328.6
-32.1153,134.83,329.8
-17.8737,123.6911,336
-16.6747,128.218,334.8
-16.2044,126.1417,341.8
-16.2066,126.1285,349.3
-14.03,129.8286,333.6
-14.0252,129.8556,334.9
-14.031,129.8366,343.7
-28.0253,148.16,314.1
-19.1532,138.3186,318.1
-15.3307,130.4174,316.4
-15.3323,130.4121,317.5
-14.7624,130.7922,338
-14.7479,130.7907,355.1
-14.7431,130.8113,315.5
-14.7461,130.7853,342.8
-14.7316,130.7837,317.5
-12.2027,131.082,324.7
-24.816,152.1141,313
-21.6514,119.26,318.5
-21.6493,119.2726,311
-21.6637,119.2493,321.7
-21.6616,119.2619,318.2
-14.2457,132.7923,322.4
-15.4528,130.9378,325.6
-15.4508,130.9254,330.5
-16.8243,142.2,312.6
-16.8215,142.1741,311.4
-16.8099,142.2016,315.2
-14.7894,130.7698,317.3
-14.7873,130.7571,313.6
-14.7122,130.7907,327.4
-26.9888,149.4601,354.2
-26.9902,149.4702,339.8
-27.4118,150.6611,361.2
-27.4132,150.672,348.1
-27.4211,150.6596,340.1
-27.4225,150.6705,356.9
-28.0238,148.1746,330.5
-27.7372,147.9896,332.9
-29.2967,149.4712,328.6
-32.7571,149.5748,325.3
-32.1423,146.8417,324.3
-13.8052,131.9183,343.7
-13.8071,131.9329,349
-12.2058,131.0701,373.5
-12.2074,131.0823,337.6
-16.19,126.1758,366.5
-16.1914,126.1851,362.2
-16.1976,126.165,334.5
-16.2066,126.1636,334.6
-16.2483,126.0739,336.4
-16.2497,126.0833,353
-16.2573,126.0725,335.8
-16.2587,126.0819,337.7
-16.2621,126.0429,358.8
-16.2635,126.0523,359.4
-16.2649,126.0617,370.4
-14.7086,131.4701,338.3
-14.7121,131.4977,338.3
-14.7176,131.541,339.4
-14.7194,131.5554,343.4
-14.7249,131.5108,361.7
-14.7268,131.5252,354.2
-14.7378,131.5239,358.2
-14.7001,130.7729,352.4
-14.7347,130.7942,336.6
-15.0096,130.7143,339.5
-15.1099,129.7073,338.6
-16.0786,136.5673,355.4
-15.3312,130.22,375.5
-15.3328,130.2317,349.4
-15.3414,130.2186,352.7
-15.3429,130.2303,388
-15.3408,130.2243,385.1
-15.3423,130.2361,359.7
-16.0842,136.5604,354.6
-15.7231,130.5685,336.5
-16.1824,126.1866,334.1
-32.1959,146.7316,382.8
-32.1014,146.8797,331.4
-32.1133,146.8779,340.4
-32.1136,146.8831,341.3
-32.1999,146.7112,340.7
-28.0222,148.1702,343.1
-28.0288,148.14,334.8
-28.023,148.1629,348.7
-27.6131,149.1178,327.7
-19.1675,138.3149,341.1
-19.169,138.3048,336.8
-19.1644,138.3351,373.6
-19.1783,138.3064,381.9
-19.1767,138.3165,422.8
-19.1752,138.3266,424.1
-19.1659,138.325,434.9
-19.1551,138.3335,354.9
-16.6919,136.7583,335.2
-16.6576,136.7472,353.8
-16.6486,136.7457,337.2
-16.6236,136.79,340.5
-16.616,136.7791,337.4
-16.4833,136.7997,377
-16.4728,136.8077,373.6
-16.4742,136.7982,374.7
-16.4756,136.7887,368.3
-16.4658,136.8009,341
-16.4672,136.7915,338
-16.4498,136.8468,361.5
-16.4512,136.8373,367.1
-16.4581,136.79,348
-16.2495,136.9579,340
-16.2127,136.3859,351.1
-16.2036,136.3845,384.4
-16.205,136.3752,342.3
-16.1802,136.4191,339.4
-16.1124,136.7004,345.1
-16.1138,136.691,345.5
-16.1416,136.436,345.6
-15.7468,137.0516,339.8
-15.7377,137.0501,348.6
-14.1817,143.6122,349.3
-14.1864,143.5861,327.8
-14.1795,143.6041,343.9
-15.7315,130.5894,367
-15.7335,130.573,343.8
-15.7355,130.5831,350.7
-15.7218,130.5981,340.9
-15.7238,130.5816,350.2
-15.7101,130.5967,342.7
-15.4965,131.0373,334.6
-15.495,131.0459,336.6
-15.4838,131.0441,345.6
-15.4857,131.0289,336.3
-13.5497,142.8754,337.1
-13.5539,142.8519,333.4
-13.5358,142.873,329
-13.5401,142.8495,345.5
-13.5436,142.8671,362.5
-13.5477,142.8436,335.1
-15.3523,130.2412,353.9
-15.3544,130.2238,413.4
-15.3564,130.2068,362
-15.3424,130.2223,356.1
-15.3445,130.2045,389
-15.3374,130.2162,346.1
-15.3396,130.1989,340.7
-15.5687,127.7924,341.2
-15.5542,127.7908,348.6
-14.7435,131.4955,351.4
-14.7244,131.5611,337.2
-14.726,131.5478,364.5
-14.7344,131.4805,343.2
-14.7253,131.4655,375.9
-14.727,131.452,357.5
-14.7145,131.4641,340.9
-14.7162,131.4505,337
-14.7201,131.472,341.4
-14.7219,131.4583,359.4
-14.5003,133.0532,349.1
-14.7255,130.806,342.6
-14.6857,130.7654,342.6
-14.2404,132.7199,338.8
-14.2419,132.7086,340.6
-13.3945,135.5811,335.4
-13.3828,135.5981,336.3
-13.3855,135.5797,338.9
-14.1083,129.7682,334.3
-12.2139,131.08,340.3
-12.2156,131.0668,350.9
-12.9974,133.0236,338.5
-12.1143,134.7628,342.8
-12.1053,134.7615,334.2
-12.2079,131.0859,336.6
-12.2016,131.0916,344.7
-15.5616,127.8349,316.3
-15.5603,127.8442,322.4
-15.5926,127.8111,342.4
-15.6016,127.8125,325.8
-15.2983,130.4511,314.5
-15.2968,130.4613,312.1
-15.3456,130.2022,320.1
-15.3512,130.1987,310.4
-15.3496,130.2091,318
-15.3607,130.2001,317.9
-15.3591,130.2105,352.1
-15.3575,130.2209,361.9
-15.3559,130.231,313.1
-15.3685,130.2123,311.4
-15.3669,130.2224,355.9
-15.3654,130.2327,346.7
-15.3637,130.2433,322.2
-15.4803,131.0024,331.6
-15.4786,131.014,313.2
-15.4901,131.0043,334.3
-15.7235,130.6184,392
-15.7251,130.6077,311
-15.7123,130.6276,338.1
-15.7043,130.6153,315.8
-16.2825,126.0618,315.3
-16.2579,126.1011,364.3
-16.2593,126.0906,352.7
-16.2484,126.0997,372.3
-15.5032,131.0582,338.6
-15.505,131.0472,358.8
-16.2075,126.1896,317.3
-15.7219,130.6292,384.2
-16.1967,126.1987,333.9
-16.1981,126.1883,341.5
-15.493,131.0511,312.3
-15.4884,131.0158,332.3
-14.2284,132.7294,324.8
-14.6844,130.7892,324.1
-14.6827,130.8004,340.9
-14.8012,130.759,316.8
-14.8039,130.7539,315.3
-14.8021,130.765,316.4
-14.8171,130.7335,310.9
-14.7569,131.5087,314.3
-13.7935,131.946,315.4
-13.7957,131.9325,315.1
-13.7849,131.9307,320.5
-13.7904,131.9389,327.7
-13.7925,131.9255,310.6
-22.2104,149.0048,313
-31.915,148.5198,319.1
-31.9167,148.5339,362.4
-14.6716,130.8103,328.1
-14.6849,130.8089,313.4
-14.6691,130.7886,320.4
-15.5051,131.0682,313.4
-15.5956,127.8126,314.3
-16.1892,126.1992,318.3
-16.1989,126.1979,312
-12.4889,141.9303,384.4
-12.4902,141.9395,346
-12.4979,141.9289,358.3
-12.4992,141.9381,339.7
-12.5366,141.942,333.5
-12.9212,141.676,341.8
-14.433,144.2498,330.8
-16.8233,142.2049,337.5
-19.1832,138.302,341.4
-19.1848,138.312,359.6
-19.1895,138.3422,333
-19.1941,138.3105,336
-19.1956,138.3205,341.6
-31.6571,152.101,325.2
-31.5062,152.4812,342.7
-31.4901,152.4715,328.8
-29.8326,152.7729,336.6
-29.834,152.7626,374.2
-29.8038,152.516,337.4
-28.2846,150.4835,331.7
-29.2911,149.4623,331.4
-27.3996,152.234,337.5
-26.6093,150.9075,356.4
-22.1347,148.991,346.2
-22.1252,148.9895,340.9
-16.3279,144.6438,332.3
-12.499,141.9263,327.2
-14.2063,143.544,340.6
-20.527,118.9734,358.1
-20.5288,118.9892,345.9
-20.5312,118.9668,345.9
-16.2073,126.2015,347.6
-15.4936,131.0242,352.3
-15.4726,130.9997,342.8
-16.2672,126.0997,338.7
-16.2686,126.0902,336.8
-15.4709,130.9941,341.3
-16.2178,126.1934,340.4
-16.2087,126.1919,341.4
-16.1982,126.2,338.7
-15.518,127.8403,370.8
-15.0615,130.6856,348.3
-15.0586,130.7032,338.8
-15.0541,130.6914,348.5
-15.0662,130.6936,335.2
-15.5059,131.0265,345.6
-15.5197,127.829,346.6
-28.0229,148.1555,311.3
-26.5947,150.9206,310.5
-28.0208,148.1677,321.7
-16.8053,142.237,315.2
-16.804,142.2464,335
-16.8148,142.2348,328.6
-16.8135,142.2441,376.7
-16.8122,142.2535,318.7
-16.8265,142.2175,314.5
-16.8251,142.2269,320.3
-19.1558,138.3463,310.6
-19.1572,138.3523,317.3
-12.524,141.9488,312.6
-12.5334,141.9471,320.3
-12.9217,141.6772,311.3
-13.0264,141.846,331.4
-13.0237,141.8644,348.4
-13.025,141.8552,344
-14.0284,143.4894,321
-13.0364,141.9039,314.9
-13.0224,141.8736,325
-14.7188,131.5878,313.6
-14.8134,130.7892,311.4
-16.8111,142.2506,327.8
-15.6304,131.4769,323.1
-15.6428,131.4747,320.2
-15.6334,131.471,326.3
-15.6367,131.4894,321.5
-19.1579,138.3614,327.7
-26.1812,150.9564,343.3
-27.6541,149.8925,347.9
-27.6558,149.9034,326.9
-29.2858,149.4685,328.7
-32.5181,146.8758,324.4
-14.7661,131.4681,333.2
-11.71,130.6397,332.3
-12.6842,131.7002,334.4
-12.6933,131.6989,365.4
-12.6947,131.7083,341.5
-12.6132,131.0841,340.8
-14.2085,132.7321,337.3
-14.21,132.7428,353.6
-14.2196,132.7413,354.5
-14.2211,132.7521,355.3
-15.4554,131.0135,342.5
-15.3634,130.1898,334.5
-15.485,131.0326,337
-16.2118,136.4272,339.3
-16.2142,136.4476,341.8
-15.6123,131.4678,377.5
-15.6137,131.4776,393.8
-15.6196,131.4703,374.5
-15.621,131.4801,356
-15.6316,131.4886,346.1
-15.646,131.4564,341.4
-19.1514,138.3654,339.2
-19.1671,138.3639,343.9
-19.1615,138.3575,348.5
-14.8054,130.7823,341.1
-14.8068,130.7917,379.1
-14.8081,130.801,364.8
-14.8244,130.7224,334.8
-14.8452,130.7383,334.8
-14.8465,130.7476,341.6
-14.8479,130.7569,346.1
-14.8582,130.7649,337.4
-15.2577,130.4743,360.9
-15.2654,130.4637,336
-15.2667,130.473,361.8
-15.2681,130.4823,352.4
-15.2744,130.4623,339.2
-15.2757,130.4716,342.1
-15.2771,130.4809,334
-15.2833,130.4609,358.4
-15.2847,130.4702,333.5
-42.3246,147.4298,324.8
-36.3727,149.4274,339.6
-32.0918,146.8875,365.2
-32.1043,146.8763,335
-32.1019,146.89,374.7
-25.8954,150.9525,328.5
-23.2356,145.5043,335.5
-23.2382,145.4894,342.8
-23.2361,145.4989,342.3
-19.1348,138.3459,339.4
-16.8294,142.2628,349.2
-16.8195,142.261,342.2
-16.8249,142.2264,353.7
-16.8096,142.2593,335.3
-16.7996,142.2576,337.8
-16.8015,142.246,345.9
-16.7915,142.2443,335.3
-16.7934,142.2328,344.2
-16.1791,136.4394,351.1
-16.0692,136.507,333.9
-15.7485,137.0615,353.6
-14.2079,132.7321,334.8
-12.9748,141.8453,337.6
-14.9659,141.6857,343.7
-14.175,143.5249,338
-14.1775,143.5098,337.6
-15.6186,131.4813,356.9
-15.6272,131.4776,343.5
-15.6134,131.4759,351
-15.2609,130.4375,339.7
-12.9303,131.9781,346.5
-12.9302,131.9848,346.6
-11.9351,142.4447,339.9
-11.946,142.4466,340.5
-12.3359,142.0153,354.5
-13.3431,135.632,333
-12.4694,142.0632,331.7
-12.4674,142.0759,341.5
-12.5312,141.9439,345.8
-12.5416,141.9456,335.2
-12.6454,132.1773,334.8
-15.6704,130.6542,313.6
-15.6626,130.6471,315.1
-15.6535,130.6458,315.6
-15.6548,130.6364,317.9
-15.6575,130.6177,314.5
-15.6458,130.6351,317.7
-15.2338,130.4907,320.6
-15.2246,130.4926,319.4
-15.2259,130.4834,310.3
-14.7487,130.8046,312.3
-14.7577,130.806,312.7
-14.7667,130.8074,312.6
-14.777,130.7995,314.4
-14.8184,130.7017,323.6
-14.8509,130.7319,328.3
-14.8573,130.7518,324.3
-15.2428,130.492,312.8
-15.5251,131.0355,312.5
-15.5238,131.0448,313
-12.5324,133.2106,313.6
-12.5308,133.2045,319.5
-12.5341,133.1998,318.4
-30.3449,150.8209,318
-12.9425,130.9261,319.8
-15.6325,130.6477,337.6
-15.6429,130.6459,328.1
-11.0636,142.5522,350.6
-11.0669,142.5456,333
-11.0685,142.5559,327.7
-11.9697,142.4528,332.4
-11.9713,142.4631,331.4
-14.1813,143.4905,333.9
-14.1911,143.5555,343.1
-15.0661,141.6819,373.1
-15.0677,141.6924,384.6
-15.0694,141.7029,366.8
-15.0773,141.6909,352.3
-15.0789,141.7013,355.7
-15.0805,141.7118,330.9
-15.082,141.6942,337.4
-15.0837,141.7047,331.5
-16.3332,144.6668,331
-16.3409,144.656,337.8
-16.8563,142.2394,358
-17.3486,145.419,327.7
-16.0461,136.4949,327.8
-16.0595,136.4923,341.6
-16.0532,136.4865,344.8
-16.1651,136.3649,345.7
-16.1692,136.3878,329.5
-16.1786,136.3623,370.1
-16.1827,136.3851,345.1
-16.1893,136.377,328.6
-16.4601,136.7515,337.3
-16.4602,136.7665,333.9
-16.5292,136.7746,346.4
-16.5422,136.7722,331.3
-16.5952,136.7779,339.4
-26.147,150.3387,329.4
-26.1464,150.3333,325.3
-27.6011,149.101,333.9
-27.6033,149.1266,342.5
-27.6173,149.1252,328
-16.2231,126.1754,339
-28.3566,115.0347,324
-32.4211,116.1485,323.3
-29.8195,152.7489,322.4
-31.6609,152.1105,328.3
-31.5029,152.4784,352.9
-31.4925,152.4764,334.1
-31.4376,152.8648,348.1
-31.4392,152.8512,350.3
-30.6591,150.0838,332.8
-30.6555,150.0785,326.4
-27.7678,150.4574,343.1
-28.2122,150.6642,331.8
-24.5186,151.7653,347.5
-24.5171,151.7775,337.8
-25.5441,152.3446,331.2
-25.8887,150.9889,369
-26.1012,150.3158,337.1
-26.0994,150.3314,334.1
-26.1116,150.3225,340
-26.1099,150.3382,342.9
-26.1228,150.324,335.6
-26.1451,150.3269,340.2
-26.1434,150.3426,336.8
-26.2014,150.9362,327.1
-26.1997,150.9507,342.4
-27.6078,149.1142,341.9
-24.5086,151.7639,374.9
-21.4691,148.3991,333
-17.5044,145.257,344.7
-17.5014,145.2498,339.3
-11.0549,142.5094,327.7
-16.0652,136.5038,351
-16.0455,136.5279,343.6
-16.0366,136.4934,361.9
-16.0316,136.5203,346.2
-16.0511,136.4963,345.5
-16.0462,136.5232,348.2
-16.1813,136.4438,341.2
-16.1692,136.3671,334.9
-16.1835,136.3699,337.6
-16.1688,136.4486,331.4
-16.1832,136.4515,347.5
-16.4337,136.7446,369
-16.4484,136.7474,359.6
-16.4433,136.7753,359.6
-16.4631,136.7503,335.7
-16.4488,136.7548,363.3
-16.4434,136.7829,343.9
-16.4635,136.7577,333.5
-16.542,136.7451,338.4
-16.5368,136.7732,335.1
-16.586,136.754,332.3
-16.5407,136.7501,343.8
-16.5847,136.759,338.4
-16.5993,136.7619,336.3
-16.0506,136.501,352.2
-16.0361,136.4981,368.3
-16.0559,136.5533,337.4
-16.0608,136.5261,350.8
-16.0657,136.4992,346.7
-16.1764,136.3882,333.6
-16.1811,136.362,333.3
-16.0601,136.5307,348.4
-16.055,136.5579,337.5
-12.7108,131.6962,365.2
-13.1562,130.1448,336.7
-15.6552,130.5976,342.3
-15.6665,130.5888,389.2
-15.6648,130.5994,370.8
-15.7215,130.4516,341.9
-15.7197,130.4625,341
-15.7293,130.4642,348.5
-15.7914,130.4418,348.8
-15.7955,130.4374,348.2
-15.7938,130.4479,343.6
-15.6496,131.42,334.5
-12.4469,132.4798,339.5
-12.7129,131.6827,395.3
-31.6577,152.1224,323.2
-26.1099,150.3468,319.5
-27.6082,149.114,311.3
-24.5045,151.773,323.5
-16.3525,144.6582,316.8
-16.3539,144.6488,335.2
-16.3552,144.6394,324.7
-16.3228,144.6731,330.6
-16.02,136.5137,313.8
-16.3241,144.6637,323.5
-16.3061,144.6609,327.1
-16.5673,136.7609,318.4
-16.5703,136.7318,313.2
-16.4938,136.7459,313.7
-16.3778,136.6974,316.8
-16.3626,136.6958,330.7
-16.3618,136.7185,315.9
-16.365,136.6892,324.2
-11.9137,142.4634,313.5
-16.5608,136.7564,331.3
-16.5577,136.763,318
-16.566,136.7486,328.2
-15.6507,131.4431,313.4
-16.0076,136.5931,323.5
-16.1481,136.4606,327.3
-16.1587,136.4587,335.3
-16.161,136.472,328
-16.1716,136.4702,314.7
-16.4843,136.7439,312.4
-16.4864,136.7565,312.3
-19.115,138.3987,313.1
-22.7336,150.4728,324.3
-27.6106,149.1178,337.3
-27.6072,149.1002,320.7
-26.1134,150.3517,331.9
-26.1165,150.3609,325.6
-31.6825,147.077,320
-31.7402,148.5055,324
-31.5714,148.7146,322.4
-31.568,148.7047,322.5
-31.626,150.9441,325.8
-31.6238,150.9314,330.8
-31.6168,151.1422,333.6
-31.6148,151.1299,324
-31.6558,152.1182,320.1
-12.4469,142.0733,339.4
-12.4459,142.0679,332.3
-12.4491,142.096,329.4
-11.3702,130.897,349.6
-11.372,130.9084,341.2
-12.7056,131.7589,340.7
