"latitude","longitude","brightness"
-25.9216,150.8452,328.7
-25.9093,150.8495,330.2
-17.2098,142.6141,349.1
-17.2144,142.5891,316.1
-17.1958,142.6112,317.9
-13.0192,130.9099,336.1
-13.0207,130.8987,326
-13.0108,130.8973,328.1
-13.0122,130.8861,329.8
-13.0137,130.8749,316.1
-13.009,130.9021,312
-13.0105,130.8909,329.5
-13.012,130.8797,321.7
-14.1249,131.3966,325.3
-13.449,132.4378,311.5
-11.6443,130.7454,328.9
-11.6458,130.7344,311
-11.6346,130.7439,325.6
-22.5407,150.302,315
-22.5397,150.3084,312.2
-22.538,150.2979,315.5
-25.9173,150.8482,339.6
-25.9189,150.8586,354.3
-25.9098,150.8602,342.5
-26.3472,150.7136,312.5
-25.9297,150.8671,337.8
-25.9281,150.8568,382.2
-28.0391,153.1645,323.8
-28.0377,153.154,317
-28.11,153.1305,325.6
-14.5169,126.7749,369.4
-13.3216,130.7641,316.3
-14.499,126.7288,357.3
-14.501,126.7408,410
-14.5029,126.7528,387
-14.5048,126.7647,369.4
-14.513,126.7511,356.3
-14.515,126.7631,405.8
-14.5251,126.7613,338.3
-14.527,126.7732,332.8
-12.6672,142.3141,337
-12.6623,142.3081,332.3
-12.665,142.3242,327.7
-12.6739,142.3061,337.4
-12.6767,142.3222,330
-12.8856,142.0373,332.7
-12.8911,142.0302,329.1
-16.0325,144.4542,330.9
-16.1373,144.409,357.2
-16.1389,144.4196,351.7
-16.1406,144.4302,338.1
-16.1641,144.4306,335.7
-16.2721,144.682,342.7
-17.2013,145.0964,336.8
-17.2105,145.0949,361.3
-17.212,145.1048,338
-17.2197,145.0932,341.2
-17.1439,144.5474,332.3
-17.1533,144.5459,331.1
-16.9229,142.8086,352.6
-16.9333,142.8067,353.4
-17.1402,142.9402,342.1
-17.1423,142.9528,351.3
-17.1443,142.9653,358.9
-17.1464,142.9777,346
-17.1485,142.9902,343.7
-17.1506,143.0026,351.3
-17.1525,142.9509,364.8
-17.8221,145.4747,362.1
-18.112,144.7812,359.1
-18.1166,144.7496,341.5
-20.066,148.0851,348.2
-21.4332,148.3971,349.2
-21.4347,148.4085,333.4
-22.0325,148.6319,350.8
-22.6999,150.6721,343.9
-22.7272,150.6287,334.8
-25.899,150.8158,336.5
-25.9092,150.7951,349.6
-25.9112,150.8141,418.7
-25.9132,150.833,360.8
-25.9153,150.8522,344.6
-25.9174,150.8717,368.3
-25.9021,150.8096,361.9
-25.9144,150.8081,413.1
-25.9163,150.827,405.3
-25.9201,150.8654,368.8
-25.9267,150.807,336.3
-25.9286,150.8257,336.9
-25.9305,150.8448,341.3
-25.9325,150.864,336.3
-25.9428,150.8435,338.3
-13.1751,130.8472,334.5
-13.2158,130.8148,344.7
-13.2808,130.7227,334.4
-13.2953,130.721,339
-13.2826,130.717,345.4
-14.0785,130.8209,337.8
-14.496,126.7467,335.9
-14.5104,126.7728,348
-14.5122,126.7866,336.7
-14.5194,126.842,340.9
-14.5321,126.77,339.2
-14.554,126.8516,356.1
-14.5558,126.8657,337.8
-14.5555,126.8448,342.5
-14.5573,126.8591,360.6
-14.5335,126.583,356.5
-14.5442,126.5814,346
-14.5532,126.5665,350.1
-14.5549,126.5796,351.8
-14.5639,126.5652,357.7
-14.5656,126.5784,353
-14.5747,126.564,361.1
-14.5764,126.5773,368.2
-14.5996,126.5878,357.8
-14.6013,126.601,357.4
-14.6103,126.5863,387.9
-14.612,126.5993,365.6
-14.6029,126.5812,340.3
-14.6046,126.5947,377.4
-14.6137,126.5797,346.6
-14.6154,126.5931,378.2
-14.6278,126.6052,334.6
-14.6618,126.6142,339.9
-16.8399,122.925,341.8
-32.0175,151.3837,337.3
-30.1456,152.196,337
-28.119,153.1219,335.2
-28.9878,152.2866,358.7
-28.986,152.3062,355
-29.0003,152.2894,345.7
-28.9986,152.3075,392.4
-28.9966,152.3273,337.1
-29.0111,152.3094,336.8
-28.9881,152.2911,372.9
-28.9863,152.3108,340.8
-29.0006,152.2935,363
-28.9989,152.3119,391
-29.0115,152.3136,347.7
-29.708,152.4598,334.8
-30.1048,152.2158,340.6
-30.103,152.2366,330.9
-30.1199,152.1919,334.8
-30.1179,152.2151,334.2
-30.1329,152.1924,335.1
-30.1479,152.1715,351.8
-30.1376,152.2844,331
-30.1606,152.1751,381.5
-30.1584,152.1992,407.9
-30.1505,152.2852,328.7
-30.1734,152.1776,385.4
-30.1712,152.201,387.8
-30.184,152.2035,357.7
-30.1744,152.1607,336.2
-30.1723,152.1848,397.9
-30.1703,152.2081,370.8
-30.1852,152.1864,327.6
-30.1831,152.2104,362.4
-25.9287,150.8894,380.8
-25.9309,150.8664,358.1
-25.9331,150.8426,351.8
-25.9354,150.8184,360.6
-25.9153,150.8878,361.4
-25.9175,150.8649,377.1
-25.9219,150.8172,360.8
-25.7631,149.3944,333.6
-25.7656,149.3647,332.5
-25.7483,149.3928,334.5
-25.7507,149.3631,352.8
-25.7358,149.3617,365.8
-25.7633,149.3872,336.7
-25.7484,149.3858,345.2
-25.751,149.3561,342.7
-25.7335,149.3844,339.3
-25.7361,149.3547,356.9
-23.7604,150.9858,338
-26.3571,150.7031,336.6
-26.3435,150.7013,347.7
-26.3298,150.6997,368.8
-26.3337,150.7178,352.5
-26.3361,150.6933,365.9
-25.9511,150.8997,408.9
-25.9532,150.876,419.2
-25.9554,150.852,345.5
-25.9554,150.8928,422.2
-25.9577,150.869,367.3
-25.9421,150.8913,383.2
-25.9443,150.8676,390.1
-25.9466,150.8439,361.3
-25.9489,150.82,334.7
-22.6914,150.6806,334.3
-22.7372,150.6208,333.9
-22.7482,150.6291,346.7
-22.7352,150.6276,340.6
-22.7502,150.6223,341
-21.4398,148.3916,331.6
-17.824,145.4591,328.4
-17.8236,145.4674,328.9
-25.9659,129.3842,338.1
-23.5675,129.2942,336.5
-17.1319,142.7824,354.2
-17.123,142.8266,345.3
-17.1195,142.8301,349.4
-17.1287,142.786,360.4
-13.2859,130.6975,344.8
-14.5885,126.7306,340.2
-14.0311,130.8224,391.2
-14.0298,130.8316,386
-14.0285,130.8409,339
-14.601,126.7188,342.6
-14.5993,126.7321,340
-14.0414,130.8146,362.6
-14.0401,130.8238,385.4
-14.0388,130.833,341.3
-14.0375,130.8422,337.7
-14.5923,126.7228,350.4
-14.4305,126.7311,358.9
-14.4288,126.7446,354.7
-14.4413,126.7323,360.1
-14.4396,126.7458,339.3
-14.4954,126.7387,339.9
-14.4937,126.7524,338.3
-14.4986,126.7458,345.1
-14.4969,126.7594,339.5
-14.506,126.7745,339.1
-14.5643,126.5727,365.7
-14.5625,126.5868,336.7
-14.5401,126.7653,354.3
-14.5384,126.7789,352.4
-14.2396,129.9292,340.5
-14.0877,130.8085,346.4
-14.089,130.7993,374.6
-14.08,130.7979,346.4
-14.0813,130.7887,347.1
-14.0724,130.7873,389
-14.0737,130.7781,391.4
-14.062,130.7952,364.5
-14.0634,130.786,426.1
-14.0647,130.7767,423.3
-14.6031,126.7242,365.2
-14.0504,130.8122,360
-14.0517,130.803,390.4
-11.2813,132.2453,336.9
-11.4345,132.1629,359.8
-12.1604,134.4338,347.4
-12.4725,134.2017,339.2
-12.9784,130.9134,350.1
-12.9991,130.8978,337.4
-13.0081,130.8992,371.1
-13.0068,130.9084,358.9
-13.1443,130.8476,366.2
-13.1651,130.7663,344.6
-13.1638,130.7755,364.6
-13.1532,130.849,383.2
-13.1649,130.832,351.4
-13.1636,130.8412,419.5
-13.1622,130.8503,354.8
-12.4403,135.5474,358
-12.4378,135.5629,354
-13.1726,130.8425,345.7
-13.1763,130.8806,349.6
-13.1956,130.8742,350.8
-13.2191,130.7745,343.6
-13.2046,130.8756,365.5
-13.2238,130.8101,382.4
-13.2225,130.8192,350.6
-13.2315,130.8206,345.1
-13.2846,130.7067,372
-13.2833,130.7159,346.9
-13.2936,130.7081,360.9
-13.2883,130.7448,361.6
-13.287,130.754,390.3
-13.2857,130.7632,350.7
-13.2947,130.7646,345.6
-13.292,130.7829,342.7
-14.0531,130.7938,356.8
-13.301,130.7843,342
-13.328,130.7847,351.3
-12.728,135.12,338.9
-13.0662,134.9572,343.7
-20.3589,118.9196,334.6
-20.3563,118.9233,339.2
-31.7684,151.8977,321.7
-31.7579,151.9066,353.8
-31.7594,151.8959,378.2
-31.734,151.8853,321.2
-31.7609,151.8853,327.7
-31.749,151.91,323.8
-31.7505,151.8993,388.3
-31.7521,151.8887,364.5
-31.7535,151.8781,337.2
-31.743,151.887,358.5
-31.7445,151.8764,358.4
-31.7355,151.8746,352.9
-29.0012,152.3394,381.8
-30.2172,152.4514,415.2
-29.7072,152.7198,317.1
-29.7308,152.4475,329.8
-29.717,152.4771,327.2
-29.7186,152.4667,396.4
-29.7201,152.4562,388.6
-29.7217,152.4458,351.8
-29.7233,152.4353,344
-29.708,152.4753,327.9
-29.7095,152.4648,352
-29.7111,152.4543,350.5
-29.7005,152.4629,332.1
-29.7052,152.4316,321.4
-29.6961,152.4297,319.9
-29.0895,152.4272,328.5
-29.0866,152.384,330
-29.0882,152.3737,331.3
-29.076,152.3928,350.3
-29.0776,152.3822,363.7
-29.0791,152.3718,351.6
-29.0806,152.3616,327.2
-29.0669,152.3911,334.4
-29.0685,152.3806,335.2
-29.07,152.3701,330.6
-29.0563,152.3996,336.6
-29.0578,152.3893,337.2
-29.0594,152.3789,330.7
-29.0641,152.3476,326.9
-29.0456,152.4083,339.9
-29.0472,152.3977,372.6
-29.0488,152.3875,372.6
-29.0503,152.3771,345.5
-29.0519,152.3667,327.6
-29.035,152.417,323.5
-29.0366,152.4064,363.1
-29.0382,152.3959,429.3
-29.0397,152.3856,444.1
-29.0413,152.3752,361.9
-29.0428,152.3648,331.5
-29.0491,152.3226,324.1
-29.0876,152.0637,366
-29.0228,152.4359,327.7
-29.0259,152.4152,342.1
-29.0275,152.4047,391.1
-29.0291,152.3941,451.7
-29.0307,152.3837,415
-29.0322,152.3734,366.5
-29.0338,152.3631,334.8
-29.0417,152.3102,331.9
-29.0169,152.4132,328.9
-29.0184,152.4028,363.1
-29.02,152.3922,401.5
-29.0216,152.3819,420.3
-29.0231,152.3716,386.1
-29.0247,152.3612,346.5
-29.0263,152.3508,327.1
-29.031,152.3192,331.1
-29.0326,152.3085,338.1
-29.0342,152.2979,318.9
-29.01,152.4054,323.8
-29.0115,152.3949,340.2
-29.0131,152.3846,370.7
-29.0146,152.3743,391.8
-29.0162,152.3638,375.1
-29.0177,152.3535,346.9
-29.0193,152.343,334.1
-29.0208,152.3326,331.4
-29.0224,152.322,331.6
-29.024,152.3113,332.7
-29.0255,152.3006,343.2
-29.0697,152.0009,317.6
-29.0025,152.393,334.8
-29.004,152.3828,334.4
-29.0056,152.3724,350.4
-29.0071,152.362,377.7
-29.0087,152.3516,370.9
-29.0102,152.3412,352
-29.0118,152.3308,337.1
-29.0133,152.3203,334.6
-29.0149,152.3097,338.9
-29.0165,152.299,359.7
-29.018,152.2884,329.2
-28.995,152.381,323.6
-28.9965,152.3706,351.8
-28.9981,152.3602,427.1
-28.9996,152.3498,436.3
-29.0027,152.329,352.2
-29.0043,152.3185,333.6
-29.0074,152.2973,391.8
-29.009,152.2867,386.6
-28.9875,152.3686,336.3
-28.989,152.3583,394
-28.9905,152.348,435.9
-28.9921,152.3375,420.7
-28.9937,152.3271,387.3
-28.9952,152.3167,348.3
-28.9968,152.3062,334
-28.9983,152.2957,357.5
-28.9999,152.285,350
-28.9784,152.3666,317.6
-28.98,152.3561,333.4
-28.9815,152.3458,345.9
-28.9831,152.3355,353.3
-28.9846,152.3252,348.3
-28.9862,152.3148,332
-28.9893,152.2939,339.2
-28.6357,151.9454,358.1
-28.6372,151.9351,391.3
-28.6387,151.9249,407.7
-28.6402,151.9146,400.7
-28.6417,151.9044,347
-28.6266,151.9436,348.7
-28.6282,151.9334,358.8
-28.6297,151.9231,364
-28.6312,151.9128,364.1
-28.6327,151.9026,349.2
-28.6223,151.9157,378.4
-28.6238,151.9055,381
-28.6253,151.8953,348
-28.6268,151.885,315.8
-28.6133,151.914,317
-28.6148,151.9037,316.4
-28.4482,152.3436,327
-28.4498,152.3331,324
-28.4407,152.3313,328.2
-28.4423,152.3209,322.9
-28.4438,152.3105,325.9
-28.4332,152.319,326.5
-28.4347,152.3087,327
-26.2646,150.9881,332.7
-26.266,150.9781,335.3
-26.2675,150.9682,321.2
-26.257,150.9765,342
-26.2585,150.9665,329.2
-26.2495,150.9649,316.9
-25.9832,150.8987,318.3
-25.9609,150.9254,343.5
-25.9624,150.9154,335.1
-25.9638,150.9054,322.6
-25.9667,150.8855,320.4
-25.9681,150.8755,327.6
-25.9519,150.9238,326.5
-25.9534,150.9138,341.2
-25.9548,150.9038,325.4
-25.9577,150.8839,334.8
-25.9591,150.8739,335.1
-25.9606,150.8639,327.5
-25.9444,150.9121,341.2
-25.9458,150.9022,332.5
-25.9501,150.8723,327.5
-25.953,150.8524,369.5
-25.9544,150.8424,356.6
-25.9354,150.9105,325
-25.9397,150.8806,325
-25.9307,150.879,350.2
-25.92,150.8912,327.3
-25.911,150.8896,333.8
-25.902,150.888,335.9
-25.875,150.8831,329.9
-25.747,149.3637,318.5
-25.0865,152.2696,323.4
-25.0881,152.2591,310.8
-25.0772,152.2679,352.1
-25.0788,152.2573,340.2
-25.0706,152.2717,314.7
-25.0722,152.2611,338.7
-23.7526,150.9941,322.9
-22.587,149.38,326.3
-22.7724,150.652,330.1
-22.7633,150.6504,344
-22.7648,150.6405,373.8
-22.7662,150.6307,327.6
-22.7557,150.639,342.1
-22.7453,150.6472,330.9
-22.6868,150.6714,322.9
-22.546,150.3137,312.6
-22.5474,150.3039,332.8
-22.5488,150.2941,324.2
-22.5398,150.2925,317.6
-22.5412,150.2829,314
-19.3861,146.4852,315.5
-19.375,146.495,313
-17.2226,145.1041,318.4
-19.3847,146.4964,322.8
-16.1232,144.3931,319.1
-17.1994,142.626,323.1
-17.1968,142.62,312.5
-16.1215,144.4065,321.4
-16.1304,144.4211,312
-12.7523,143.3117,313.6
-30.1609,152.3537,324.9
-30.1847,152.451,332.6
-30.1952,152.4942,349.7
-30.1782,152.3469,335.4
-30.1909,152.3992,332.7
-30.2022,152.4458,343.3
-30.2129,152.4898,353.8
-30.1598,152.3492,321.9
-30.1844,152.4473,327.2
-30.1952,152.4904,351.7
-30.2019,152.4417,342.1
-30.2128,152.4857,353.4
-30.2071,152.387,331.1
-30.27,152.5653,332.2
-30.2264,152.4732,325.9
-30.2323,152.4222,336.2
-30.2665,152.5576,337.8
-25.9648,129.3775,317.4
-25.9669,129.3651,324.2
-17.1719,125.2378,315.4
-17.2128,125.391,321
-17.2113,125.401,353.7
-16.0169,143.4289,336.6
-16.0155,143.4196,324.1
-15.9885,143.4211,316.9
-16.1264,144.4276,317.8
-16.1146,144.4101,313.9
-17.1741,143.0328,320.9
-17.1817,143.022,322
-18.099,144.659,320.2
-17.1727,143.0235,331.9
-17.1713,143.0141,326
-17.1637,143.0249,345.3
-17.1623,143.0155,324.5
-17.1803,143.0126,318.6
-22.7588,150.6362,314.8
-19.3767,146.5051,310.8
-22.744,150.645,315.6
-22.7442,150.6378,317.1
-30.1964,152.4525,342.6
-30.1991,152.5063,379
-30.2018,152.5591,316.2
-30.2561,152.5547,324.4
-28.982,152.3487,318
-28.9704,152.4469,337.1
-28.9673,152.3968,326.5
-28.6207,151.9313,324.7
-28.6347,151.9351,318.3
-28.6174,151.9357,339.5
-28.985,152.3946,341.9
-28.9882,152.4449,354.8
-28.9688,152.4373,340.1
-28.9838,152.3871,336.8
-28.9866,152.436,358
-28.9895,152.486,311.3
-29.0224,152.4364,341.1
-29.0252,152.484,343.6
-29.0224,152.4323,339.5
-29.0249,152.4803,345.9
-29.0912,152.0927,312.6
-30.1841,152.5181,311.3
-30.1991,152.4615,350
-30.2021,152.515,374.7
-30.2116,152.3642,318.6
-31.7518,151.9198,328.1
-31.7504,151.8852,312.6
-31.7527,151.9284,322.5
-22.7597,150.632,334
-29.0464,152.4065,355.5
-30.2964,152.2666,329.9
-30.2938,152.2524,340.3
-30.2827,152.2541,343.9
-30.2799,152.2395,337
-30.2934,152.2587,342.2
-30.2796,152.2457,358.4
-30.2796,152.5508,325.9
-30.2741,152.5214,332.4
-30.2689,152.5533,331.3
-30.2661,152.5386,331.3
-30.2611,152.5715,339.9
-30.2582,152.556,346.2
-30.2588,152.5778,322.9
-30.2561,152.5629,355.1
-30.2263,152.5226,347.5
-30.2235,152.5073,357.8
-30.1807,152.2743,331.2
-30.1934,152.4048,344.4
-30.2214,152.6177,322.9
-30.0762,152.272,349
-29.729,152.4615,337.3
-29.7262,152.4459,337.9
-29.5565,153.2183,343.2
-29.5539,153.204,326
-29.5461,153.2207,334.3
-29.1046,152.0996,327.8
-29.079,152.3328,372.4
-29.0799,152.4001,362.4
-29.0002,152.286,357.9
-29.0071,152.3828,349.6
-29.002,152.2916,355
-28.9992,152.2765,340
-29.0084,152.3895,363.4
-29.0069,152.5062,364.9
-28.6163,151.908,337
-28.4434,152.3411,325.9
-28.1384,153.1295,329.4
-28.1365,153.1357,326.9
-11.0691,142.5187,327.7
-11.2892,132.2429,328.3
-12.7884,142.0146,336.5
-12.214,136.8003,344.4
-12.4517,134.207,336.5
-14.0224,143.1338,334.9
-15.376,134.1936,334.9
-15.3776,134.2038,350.8
-16.0083,136.2465,355
-16.0097,136.2558,341.1
-17.0555,142.8693,351
-17.3986,145.1122,335.9
-17.402,145.1455,342.1
-16.3866,136.5071,344.1
-17.4105,145.1384,335.7
-16.3956,136.5057,388.3
-16.397,136.5151,371.7
-13.2126,130.8718,345.1
-13.2247,130.8698,351.8
-13.2276,130.887,345.4
-13.2675,130.7521,339.2
-13.8399,134.2374,353.8
-13.8415,134.2478,382.9
-13.2701,130.7445,337.3
-13.851,134.2463,333.5
-13.3402,130.7873,346.4
-13.3436,130.7808,347.7
-16.1183,144.3852,338.4
-16.1178,144.3784,334.8
-36.4039,149.8871,389.1
-36.3964,149.874,346.5
-36.3949,149.8852,347.3
-36.4055,149.8759,371.4
-31.3917,151.7063,332.5
-31.3993,151.7209,326.3
-31.4014,151.7286,332.8
-31.7505,151.911,365.2
-31.7715,151.9051,385.8
-31.7696,151.9167,355.8
-32.7954,150.8895,339.5
-32.8046,150.8915,330.3
-30.2948,152.5451,333.9
-30.2799,152.5699,357.9
-30.2822,152.5565,370
-30.2846,152.5429,355.1
-30.3007,152.3905,325.2
-30.2595,152.5651,386.6
-30.2618,152.5519,354.6
-30.3035,152.2538,332.6
-30.2293,152.6156,324.2
-30.2633,152.4239,333.5
-30.2935,152.2518,350.8
-30.2958,152.2383,333.1
-30.294,152.2608,332.5
-30.2964,152.2467,349.6
-30.2216,152.6227,330.7
-30.2382,152.5262,344.6
-30.2476,152.4713,399.7
-30.2499,152.4578,344.4
-30.2546,152.4306,346.7
-30.2863,152.2449,336.7
-30.2256,152.5378,358.7
-30.228,152.524,444.8
-30.2304,152.5102,400
-30.2374,152.4696,362.3
-30.2491,152.4012,324.9
-30.2514,152.3879,325.7
-30.2178,152.5219,363.9
-30.2201,152.5082,374.9
-30.2225,152.4946,356.9
-30.2249,152.4806,349.2
-30.2639,152.2537,332.7
-30.2663,152.2398,338.4
-30.1945,152.4733,347.9
-30.1994,152.4451,341.6
-30.2385,152.2198,332.5
-30.194,152.4157,352.9
-30.1963,152.4025,349
-30.2108,152.1998,369.6
-30.21,152.2063,339.8
-30.2122,152.1934,336.5
-30.2,152.2043,356.3
-30.2021,152.1915,384.7
-30.1629,152.3602,356
-30.1652,152.347,356.6
-30.1673,152.3347,341.5
-30.1785,152.269,326.3
-30.181,152.2548,326.5
-30.1572,152.3326,338.9
-30.1592,152.3205,352.5
-30.1741,152.1728,337.3
-30.1562,152.1563,386.2
-30.1463,152.1535,348.1
-30.0841,152.2852,364.8
-30.0865,152.2711,360.1
-30.0913,152.2433,346.2
-30.0937,152.2292,351
-30.0959,152.216,350.7
-30.0766,152.2681,361.4
-29.7554,152.4554,330.6
-29.7348,152.4512,350.8
-29.5638,153.2198,351.9
-29.5735,153.2166,330.9
-29.5601,153.2291,338.2
-29.5627,153.214,335.6
-29.5493,153.2264,351.4
-29.552,153.2115,334
-29.5412,153.209,333
-29.1022,152.4302,324.9
-29.0919,152.4279,342.5
-29.1012,152.3747,348.6
-29.0815,152.4255,381.9
-29.084,152.4116,386.9
-29.0863,152.3984,356.3
-29.0758,152.3973,360.3
-29.0532,152.4637,332.8
-29.0558,152.4493,387
-29.0582,152.4355,349.5
-29.0653,152.3959,333.5
-29.078,152.3244,364.7
-29.0807,152.3092,334.8
-29.0794,152.3331,338.6
-29.0821,152.3175,349.1
-29.0402,152.4985,349.3
-29.0427,152.484,371.9
-29.0452,152.4696,349.7
-29.0477,152.455,372.6
-29.0501,152.4412,391
-29.1088,152.099,330.6
-29.0273,152.5102,350.4
-29.0298,152.4959,381
-29.0323,152.4816,388.4
-29.0347,152.4674,362.7
-29.0986,152.0967,328.2
-29.1009,152.0833,327.5
-29.0144,152.5223,369.9
-29.0169,152.5076,368.5
-29.0014,152.5342,374.8
-29.004,152.5198,451.4
-29.0065,152.5052,388.8
-29.0213,152.4211,347.7
-28.9936,152.5173,336
-29.0087,152.4313,349.7
-29.0111,152.4177,389.6
-29.0134,152.4047,393.8
-28.9983,152.429,351
-29.074,151.9954,334
-28.9698,152.4078,366.4
-28.9723,152.3941,394.6
-28.9748,152.3801,352.3
-28.9798,152.3519,352.1
-28.9844,152.3255,333.1
-28.9653,152.4016,355.4
-28.9677,152.3877,351.8
-28.9749,152.3454,329.3
-28.9739,152.2892,344.8
-28.6747,152.631,335.8
-28.6335,151.9344,357.1
-28.638,151.9081,334.7
-28.6211,151.9452,376.1
-28.6234,151.9319,377
-28.6279,151.9057,344.6
-28.6156,151.9164,351.4
-28.6178,151.9034,356.9
-28.4404,152.3218,344.9
-28.4429,152.308,346.7
-28.4325,152.3057,355.3
-28.4362,152.3154,358.7
-28.4386,152.3018,348.1
-26.4024,150.6817,341.5
-26.3997,150.6869,330.9
-26.3821,150.6708,334.7
-26.384,150.6588,334.4
-26.3465,150.7633,328.7
-26.3565,150.7027,338
-26.3367,150.7613,328.8
-26.2576,150.987,342.3
-25.9684,150.9408,344.5
-25.9705,150.9282,365.4
-25.9584,150.9386,357.3
-25.9605,150.926,368.2
-25.9484,150.9365,393
-25.9506,150.9238,381.5
-25.9384,150.9343,349.9
-25.9406,150.9216,349.5
-25.9489,150.8717,335.6
-25.8871,150.8791,356.7
-25.8892,150.8666,353.4
-25.8792,150.8647,335.7
-23.7636,150.9865,335.2
-22.7496,150.6252,345.9
-22.7118,150.6585,339.1
-22.5459,150.311,340.3
-22.5771,149.3752,340.2
-22.7681,150.6425,334
-22.7703,150.6293,336.8
-22.7578,150.6404,346.4
-22.76,150.6272,357.3
-18.1108,144.8369,348.6
-18.1371,144.7135,338.3
-18.1345,144.7327,344.6
-18.1318,144.752,335.1
-18.1305,144.7616,347.5
-18.1291,144.7712,340.1
-18.1278,144.7808,334.4
-18.1225,144.8191,401.8
-18.1212,144.8287,354.3
-18.1449,144.7245,352.4
-18.1238,144.8095,391.3
-17.0737,142.8497,343.5
-17.0709,142.8716,369.6
-17.1003,142.7974,354.4
-17.096,142.8305,350.5
-17.1937,143.0057,337.1
-17.2107,145.0333,335.4
-17.1988,145.1178,348.7
-17.2197,145.0347,386.1
-17.2184,145.0441,375.8
-17.2078,145.1192,339.6
-17.2272,145.0416,375.8
-17.2166,145.1168,343.8
-17.2362,145.043,357.4
-17.2349,145.0524,344.4
-17.2322,145.0711,337.1
-17.2309,145.0805,348.7
-17.2269,145.1087,340.2
-17.3974,145.138,345.2
-17.421,145.0357,358.2
-17.4197,145.0452,355.6
-17.4117,145.1017,342.8
-17.4104,145.1111,351.3
-17.4064,145.1394,383.5
-17.4051,145.1488,378.3
-17.43,145.0372,364.3
-17.4287,145.0466,342.1
-17.4207,145.1031,333.8
-17.8152,145.4363,339.7
-17.8242,145.4377,338.8
-18.0655,144.7645,334.8
-18.0853,144.689,340.7
-18.0799,144.7275,343.2
-18.1011,144.6422,333.7
-18.1282,144.6431,340.6
-18.1017,144.8355,338.5
-18.1147,144.8081,349.1
-18.1134,144.8177,345.4
-16.1035,144.408,402.5
-16.3306,144.6925,335.7
-16.2423,144.6628,344
-16.2436,144.6534,355.2
-16.2332,144.6614,345.9
-16.2346,144.652,357.5
-16.1944,144.4187,344.4
-16.1827,144.4362,347.2
-16.1206,144.4171,358.8
-16.1112,144.4188,368
-16.1125,144.4094,363.3
-16.1021,144.4174,342.5
-16.1048,144.3985,389.1
-16.0204,144.4726,337.4
-16.0119,144.4753,344.1
-14.5365,144.2498,344.2
-14.5015,144.3016,374.9
-14.5028,144.2923,381.2
-14.4925,144.3002,338.2
-14.2935,135.534,335.6
-14.2969,135.5011,326.7
-14.3005,135.5271,338.9
-13.1775,142.9238,356.6
-11.1421,142.5556,336.9
-11.1434,142.5458,337.8
-11.1356,142.4896,338.3
-11.052,142.616,353.4
-11.0533,142.6064,369
-11.0546,142.5968,332.4
-12.0667,141.8978,340.8
-13.0261,142.0942,349
-12.9943,141.8147,344.8
-13.8519,134.2304,337.9
-13.8559,134.1898,346.1
-12.7643,143.3212,342.9
-12.7565,143.3104,358.6
-12.8117,142.7759,342.7
-13.8505,134.2228,348.5
-13.8548,134.1821,343
-12.8024,142.7745,337.5
-13.833,134.2212,343.9
-13.8372,134.1806,335.6
-13.8325,134.2171,340.2
-12.8092,142.0513,338.3
-12.8106,142.0408,343
-12.7995,142.05,348.4
-12.8009,142.0394,388.3
-12.8296,141.8239,336.9
-12.8311,141.813,342.2
-12.7899,142.0486,337.5
-12.7913,142.038,374.9
-12.7845,142.0153,361.9
-12.779,141.9819,353.3
-12.7961,141.8525,352.5
-12.775,141.9855,347.9
-12.7926,141.8564,334.3
-12.7941,141.8455,337.5
-30.8734,121.4922,341
-20.362,118.9379,387.6
-20.3635,118.9268,369.3
-20.3524,118.9364,351.4
-20.3538,118.9254,371.5
-20.3441,118.9239,346.4
-16.8468,122.9137,336.7
-17.1782,125.2299,341.1
-17.128,125.243,345.1
-16.8452,122.9243,354
-16.8357,122.9227,377.9
-16.8373,122.9121,368.1
-13.272,130.7628,334.6
-13.2377,130.8519,328.8
-13.2797,130.729,333.5
-13.2718,130.7704,332.1
-14.5718,126.6666,352.5
-14.6048,126.5512,351.4
-14.5895,126.7945,339.7
-14.5858,126.8158,334.3
-14.6429,126.5576,348
-14.5864,126.7995,340.2
-14.6416,126.5627,351.2
-14.6251,126.8068,357.3
-14.6508,126.8122,347.9
-14.6637,126.8145,340.2
-14.6602,126.8348,339.3
-14.0249,130.7553,341.8
-14.0167,130.7982,341.8
-14.0237,130.76,346.7
-14.0152,130.8031,337.4
-29.5536,153.2437,316.3
-29.5564,153.2372,318.4
-29.5746,153.2383,322.7
-29.5718,153.2452,327.7
-30.1461,152.3196,313.1
-30.2401,152.4881,323.4
-30.2298,152.5315,326.6
-30.2325,152.5397,323.1
-30.2114,152.626,324.5
-29.0858,152.4109,325.5
-29.0843,152.4063,324.9
-17.1471,143.1001,339
-17.1356,143.0979,355.7
-16.894,142.8224,324
-17.0318,142.9574,318.8
-17.0432,142.9595,318.6
-17.0864,142.984,311.3
-17.0838,142.9999,321.6
-17.1152,143.0774,323.7
-17.192,143.0984,324.3
-17.1689,143.0941,318.1
-17.1729,143.0883,313
-17.1587,143.1023,317.9
-17.1614,143.0862,318.7
-14.3247,135.5318,318.3
-14.3233,135.5417,310.6
-14.676,126.5905,313.2
-12.963,130.2226,317.7
-12.9606,130.2432,317.7
-12.9736,130.2448,347.5
-12.9712,130.2654,324.8
-12.518,134.0311,313.1
-12.5166,134.0421,312.7
